O*NET-SOC Code	Alternate Title	Short Title	Source(s)
47-2211.00	Wind Turbine Sheet Metal Worker	n/a	08
47-2221.00	Assembler	n/a	04
47-2221.00	Awnings Mechanic	n/a	04,06
47-2221.00	Billboard Erector	n/a	04,06
47-2221.00	Billboard Installer	n/a	04,06,10
47-2221.00	Billboard Mechanic	n/a	04,06
47-2221.00	Bolter	n/a	04,06
47-2221.00	Bridge Ironworker	n/a	04,08
47-2221.00	Bridge Maintainer	n/a	04,06
47-2221.00	Bridgeman	n/a	04,06
47-2221.00	Building Construction Ironworker	n/a	04
47-2221.00	Combination Worker	n/a	10
47-2221.00	Construction Ironworker	n/a	04
47-2221.00	Erector	n/a	02,10
47-2221.00	Fitter	n/a	02,04
47-2221.00	Guard Rail Installer	n/a	04,06
47-2221.00	Guzzler Builder	n/a	04,06
47-2221.00	Housesmith	n/a	04,06
47-2221.00	Iron Erector	n/a	04,06
47-2221.00	Iron Guardrail Installer	n/a	04
47-2221.00	Iron Setter	n/a	04,06
47-2221.00	Iron Worker	n/a	02,10
47-2221.00	Ironworker	n/a	02,08,10
47-2221.00	Joist Setter	n/a	04,06
47-2221.00	Journeyman Ironworker	n/a	10
47-2221.00	Layout Worker	n/a	04
47-2221.00	Metal Building Assembler	n/a	08
47-2221.00	Metal Building Erector	n/a	10
47-2221.00	Metal Buildings Assembler	n/a	04,06
47-2221.00	Metal Tank Builder	n/a	04,06
47-2221.00	Metal Tank Erector	n/a	04,06
47-2221.00	Metal Trim Erector	n/a	04,06
47-2221.00	Metalsmith	n/a	04,06
47-2221.00	Oil Field Rig Builder	n/a	04,06
47-2221.00	Ornamental Iron Erector	n/a	04,06
47-2221.00	Ornamental Ironworker	n/a	04,06
47-2221.00	Ornamental Metal Erector	n/a	04,06
47-2221.00	Ornamental Metal Worker	n/a	04,06
47-2221.00	Petroleum Production Tank Setter	n/a	08
47-2221.00	Playground Equipment Erector	n/a	04,06
47-2221.00	Pre-Engineered Metal Building Ironworker	n/a	04
47-2221.00	Precast Concrete Ironworker	n/a	04,08
47-2221.00	Rebar Fabricator	n/a	10
47-2221.00	Scaffold Erector	n/a	10
47-2221.00	Sheet Ironworker	n/a	04,06
47-2221.00	Sign Board Erector	n/a	04,06
47-2221.00	Sign Builder	n/a	04,06
47-2221.00	Sign Erector	n/a	04,06
47-2221.00	Sign Hanger	n/a	04,06,10
47-2221.00	Sign Installer	n/a	04,06
47-2221.00	Steel Construction Worker	n/a	04,06
47-2221.00	Steel Erector	n/a	02,04,06,10
47-2221.00	Steel Fabricator	n/a	02,04
47-2221.00	Steel Fitter	n/a	04,06
47-2221.00	Steel Hanger	n/a	04,06
47-2221.00	Steel Layout Worker	n/a	04,06
47-2221.00	Steel Rigger	n/a	04,06
47-2221.00	Steel Worker	n/a	02
47-2221.00	Structural Fitter	n/a	10
47-2221.00	Structural Iron Erector	n/a	04,06
47-2221.00	Structural Ironworker	n/a	04,06,08
47-2221.00	Structural Layout Worker	n/a	04,06
47-2221.00	Structural Mechanic	n/a	10
47-2221.00	Structural Metal Worker	n/a	04,06
47-2221.00	Structural Rigger	n/a	04,06
47-2221.00	Structural Steel Erector	n/a	02,04,06
47-2221.00	Structural Steel Fitter	n/a	04,06
47-2221.00	Structural Steel Ironworker	n/a	04,06
47-2221.00	Structural Steel Worker	n/a	04,06,08
47-2221.00	Structural Worker	n/a	04,06
47-2221.00	Tank Setter	n/a	04,06,08
47-2221.00	Tower Hand	n/a	02,10
47-2221.00	Wind Turbine Erector	n/a	04,08
47-2231.00	Electro-Mechanical Solar Technician (Electro-Mechanical Solar Tech)	Electro-Mechanical Solar Tech	08
47-2231.00	Installer	n/a	02
47-2231.00	Journeyman Electrician PV Installer (Journeyman Electrician Photovoltaic Installer)	Journeyman Electrician PV Installer	02
47-2231.00	PV Fabrication and Testing Technician (Photovoltaic Fabrication and Testing Technician)	PV Fabrication and Testing Technician	08
47-2231.00	PV Fabrication Technician (Photovoltaic Fabrication Technician)	PV Fabrication Technician	08
47-2231.00	PV Installation Tech (Photovoltaic Installation Technician)	PV Installation Tech	02,04
47-2231.00	PV Installer (Photovoltaic Installer)	PV Installer	02,04,08
47-2231.00	PV Panel Installer (Photovoltaic Panel Installer)	PV Panel Installer	04
47-2231.00	PV Technician (Photovoltaic Technician)	PV Technician	08
47-2231.00	PV Testing Technician (Photovoltaic Testing Technician)	PV Testing Technician	08
47-2231.00	Residential Solar Installer	n/a	10
47-2231.00	Solar Designer	n/a	02
47-2231.00	Solar Electric Installer	n/a	02,08
47-2231.00	Solar Electric Practitioner	n/a	08
47-2231.00	Solar Energy System Installer	n/a	08
47-2231.00	Solar Energy Technician (Solar Energy Tech)	Solar Energy Tech	08
47-2231.00	Solar Field Service Technician (Solar Field Service Tech)	Solar Field Service Tech	08
47-2231.00	Solar Installer	n/a	02,10
47-2231.00	Solar Panel Installation Technician (Solar Panel Installation Tech)	Solar Panel Installation Tech	02
47-2231.00	Solar Panel Installer	n/a	08
47-2231.00	Solar Power Installer	n/a	08
47-2231.00	Solar PV Installer (Solar Photovoltaic Installer)	Solar PV Installer	02,04,08,10
47-2231.00	Solar PV Integrator (Solar Photovoltaic Integrator)	Solar PV Integrator	02
47-2231.00	Solar Site Technician (Solar Site Tech)	Solar Site Tech	10
47-2231.00	Solar System Installer	n/a	08
47-2231.00	Solar Technician (Solar Tech)	Solar Tech	02,10
47-3011.00	Adobe Layer Helper	n/a	04
47-3011.00	Boat Joiner Helper	n/a	04,06
47-3011.00	Boring Machine Operator Helper	n/a	04,06
47-3011.00	Brick Carrier	n/a	04,06
47-3011.00	Brick Cleaner	n/a	04,06
47-3011.00	Brick Mason Helper	n/a	10
47-3011.00	Brick Tender	n/a	04,06
47-3011.00	Brick Washer	n/a	04,06
47-3011.00	Bricklayer Helper	n/a	02,04,10
47-3011.00	Bricklayer Tender	n/a	04,06
47-3011.00	Ceramic Tile Installation Helper	n/a	04
47-3011.00	Chimney Builder Helper	n/a	04
47-3011.00	Firebrick and Refractory Tile Bricklayer Helper	n/a	08
47-3011.00	Firebrick Layer Helper	n/a	04
47-3011.00	Firebrick or Refractory Tile Bricklayer Helper	n/a	04,06
47-3011.00	Hod Carrier	n/a	02
47-3011.00	Hot-Top-Liner Helper	n/a	08
47-3011.00	Marble Finisher	n/a	08
47-3011.00	Marble Finisher Helper	n/a	02
47-3011.00	Marble Installation Helper	n/a	04
47-3011.00	Mason Helper	n/a	04,06,10
47-3011.00	Mason Tender	n/a	02,04,06,10
47-3011.00	Masontender	n/a	10
47-3011.00	Monument Setter Helper	n/a	04,06
47-3011.00	Parquet Floor Layer's Helper	n/a	04
47-3011.00	Patcher Helper	n/a	08
47-3011.00	Refractory Tile Helper	n/a	04
47-3011.00	Restoration Labor Mason Tender	n/a	02
47-3011.00	Tile Finisher	n/a	02,08,10
47-3011.00	Tile Helper	n/a	10
47-3011.00	Tile Layer Helper	n/a	04,06
47-3011.00	Tombstone Erector Helper	n/a	04,06
47-3011.00	Wood Tile Installation Helper	n/a	04
47-3012.00	Beam Builder Helper	n/a	04
47-3012.00	Building Carpenter Helper	n/a	04
47-3012.00	Cabinetmaker Helper	n/a	04,06
47-3012.00	Carpenter Assistant	n/a	02,04,06
47-3012.00	Carpenter Helper	n/a	02,04,10
47-3012.00	Carpenter Mate	n/a	04,06
47-3012.00	Carpenter's Helper	n/a	02,09
47-3012.00	Construction Carpenter's Helper	n/a	04
47-3012.00	Cooper Helper	n/a	08
47-3012.00	Hammerer Helper	n/a	04,06
47-3012.00	Hardwood Floor Installation Helper	n/a	04
47-3012.00	Helper	n/a	10
47-3012.00	House Carpenter Helper	n/a	04
47-3012.00	Joiner Helper	n/a	08
47-3012.00	Shipwright Helper	n/a	08
47-3012.00	Timber Framer Helper	n/a	04,06,08
47-3013.00	Apprentice	n/a	02
47-3013.00	Automotive Electrician Helper (Auto Electrician Helper)	Auto Electrician Helper	08
47-3013.00	E and I Apprentice (Electrical and Instrumentation Apprentice)	E and I Apprentice	02
47-3013.00	E and I Apprentice (Electrician and Instrumentation Apprentice)	E and I Apprentice	02
47-3013.00	Electrical Apprentice	n/a	02
47-3013.00	Electrical Assistant	n/a	09
47-3013.00	Electrical Helper	n/a	02,04,08,10
47-3013.00	Electrical Sign Wirer Helper	n/a	04
47-3013.00	Electrician Apprentice	n/a	02
47-3013.00	Electrician Assistant	n/a	04,06
47-3013.00	Electrician Helper	n/a	02,10
47-3013.00	Electrician's Assistant	n/a	04
47-3013.00	Electrician's Helper	n/a	02,10
47-3013.00	House Wirer Helper	n/a	04
47-3013.00	Inside Wireman Apprentice	n/a	02
47-3013.00	Marine Electrician Helper	n/a	04
47-3013.00	Protective Signal Installer Helper	n/a	08
47-3013.00	Protective Signal Repairer Helper	n/a	08
47-3013.00	Stage Electrician Helper	n/a	04
47-3013.00	Tower Erector Helper	n/a	08
47-3013.00	Wireman Apprentice	n/a	02
47-3014.00	Billboard Poster Helper	n/a	04
47-3014.00	Bridge Painter Helper	n/a	04
47-3014.00	Dry Plasterer Helper	n/a	04
47-3014.00	Exterior Work Helper	n/a	10
47-3014.00	Highway Painter Helper	n/a	04
47-3014.00	House Painter Helper	n/a	04
47-3014.00	Hydroblaster	n/a	09,10
47-3014.00	Mason's Tender	n/a	10
47-3014.00	Ornamental Plasterer Helper	n/a	04
47-3014.00	Painter Assistant	n/a	04,06
47-3014.00	Painter Helper	n/a	02
47-3014.00	Paperhanger Assistant	n/a	04,06
47-3014.00	Plaster Helper	n/a	02
47-3014.00	Plaster Tender	n/a	02,04,06,10
47-3014.00	Plasterer Tender	n/a	04,06
47-3014.00	Power Washer	n/a	09
47-3014.00	Pressure Washer	n/a	09,10
47-3014.00	Scaffolding Helper	n/a	10
47-3014.00	Ship Painter Helper	n/a	04,06
47-3014.00	Shipyard Helper	n/a	10
47-3014.00	Shipyard Painter Helper	n/a	04,06,08
47-3014.00	Swimming Pool Plasterer Helper	n/a	04
47-3014.00	Wallpaper Hanger Helper	n/a	04
47-3014.00	Wallpaperer Helper	n/a	04
47-3015.00	Conduit Helper	n/a	10
47-3015.00	Gas Main Fitter Helper	n/a	04
47-3015.00	Hydraulic Plumber Helper	n/a	04
47-3015.00	Industrial Gas Fitter Helper	n/a	04
47-3015.00	Marine Pipefitter Helper	n/a	04
47-3015.00	Marine Steam Fitter Helper	n/a	04
47-3015.00	Pipe Coverer Helper	n/a	04,06
47-3015.00	Pipe Fitter Helper	n/a	04,06
47-3015.00	Plumber Assistant	n/a	04,06
47-3015.00	Plumber Cub	n/a	04,06
47-3015.00	Plumber Helper	n/a	04,10
47-3015.00	Plumber's Helper	n/a	02
47-3015.00	Plumbing Assistant	n/a	10
47-3015.00	Plumbing Helper	n/a	10
47-3015.00	Plumbing Installation Helper	n/a	10
47-3015.00	Plumbing Warehouse Helper	n/a	10
47-3015.00	Service Sprinkler Helper	n/a	10
47-3015.00	Sewer Pipe Layer Helper	n/a	04
47-3015.00	Sprinkler Fitter Helper	n/a	04
47-3015.00	Sprinkler Helper	n/a	10
47-3015.00	Sprinkler Installer Assistant	n/a	10
47-3015.00	Trench Pipe Layer Helper	n/a	04
47-3015.00	Water Main Installer Helper	n/a	04,06
47-3016.00	Commercial Roofing Helper	n/a	10
47-3016.00	Commercial Roofing Laborer	n/a	10
47-3016.00	Hot Tar Roofer Helper	n/a	04
47-3016.00	Industrial Roofer Helper	n/a	04
47-3016.00	Residential Roofer Helper	n/a	04
47-3016.00	Roofer Apprentice	n/a	10
47-3016.00	Roofer Assistant	n/a	04,06
47-3016.00	Roofer Helper	n/a	02,04
47-3016.00	Roofing Helper	n/a	10
47-3016.00	Rooftop Loader	n/a	10
47-3016.00	Shingles Roofer Helper	n/a	04
47-3016.00	Slate Roofer Helper	n/a	04
47-3016.00	Terra Cotta Roofer Helper	n/a	04
47-3019.00	Asbestos Worker Helper	n/a	04,06
47-3019.00	Awning Hanger Helper	n/a	04,06,08
47-3019.00	Axman	n/a	04,06
47-3019.00	Boiler Coverer Helper	n/a	04
47-3019.00	Bridge Ironworker Helper	n/a	04
47-3019.00	Carpet Layer Helper	n/a	04,08
47-3019.00	Carpet or Rug Layer Helper	n/a	04,06
47-3019.00	Cellulose Insulation Helper	n/a	04
47-3019.00	Cement Finisher Helper	n/a	04,06
47-3019.00	Cement Mixer	n/a	04,06
47-3019.00	Cement Sprayer Helper	n/a	08
47-3019.00	Concrete Mixer	n/a	04,06
47-3019.00	Construction Flagger	n/a	09
47-3019.00	Construction Helper	n/a	04
47-3019.00	Construction Ironworker Helper	n/a	04
47-3019.00	Core Drill Operator Helper	n/a	04,06
47-3019.00	Core Driller Helper	n/a	06
47-3019.00	Core-Drill Operator Helper	n/a	08
47-3019.00	Cork Insulator Helper	n/a	04
47-3019.00	Cupola Liner Helper	n/a	04,06
47-3019.00	Cupola Patcher Helper	n/a	04,06
47-3019.00	Diver Helper	n/a	08
47-3019.00	Door Liner Helper	n/a	04,06
47-3019.00	Drill Runner Helper	n/a	04,06
47-3019.00	Drywall Hanger Helper	n/a	04
47-3019.00	Drywall Stripper Helper	n/a	04
47-3019.00	Drywall Taper Helper	n/a	04
47-3019.00	Elevator Constructor Helper	n/a	04,06
47-3019.00	Elevator Repairer Helper	n/a	04,06
47-3019.00	Glazier Helper	n/a	04,06
47-3019.00	Heat and Frost Insulator Helper	n/a	04
47-3019.00	Horizontal Earth Boring Machine Operator Helper	n/a	08
47-3019.00	House Mover Helper	n/a	08
47-3019.00	HVAC Sheet Metal Installer Helper	n/a	04
47-3019.00	Insulator Helper	n/a	04,06
47-3019.00	Line Puller	n/a	04,06
47-3019.00	Lineman	n/a	04
47-3019.00	Linoleum Layer Helper	n/a	04,06
47-3019.00	Maintenance Construction Helper	n/a	04,06
47-3019.00	Metalsmith Helper	n/a	04,06
47-3019.00	Note Keeper	n/a	04,06
47-3019.00	Noteman	n/a	04,06
47-3019.00	Ornamental Ironworker Helper	n/a	04
47-3019.00	Pile Driver Operator Helper	n/a	04,06
47-3019.00	Pipe Insulator Helper	n/a	04
47-3019.00	Plate Glass Installer Helper	n/a	04
47-3019.00	Pool Finisher	n/a	04,06
47-3019.00	Post Tensioning Ironworker Helper	n/a	04
47-3019.00	Recorder	n/a	04,06
47-3019.00	Rig Builder Helper	n/a	04,06
47-3019.00	Rod Buster Helper	n/a	04
47-3019.00	Sheet Metal Duct Installer Helper	n/a	04
47-3019.00	Sheet Metal Worker Helper	n/a	04,06
47-3019.00	Sheet Rock Installation Helper	n/a	04
47-3019.00	Sheet Rock Taper Helper	n/a	04
47-3019.00	Sounder	n/a	08
47-3019.00	Stained Glass Glazier Helper	n/a	04
47-3019.00	Structural Steel Worker Helper	n/a	04,06
47-3019.00	Surveyor Helper	n/a	08
47-3019.00	Tapeman	n/a	04,06
47-3019.00	Taper	n/a	04
47-3019.00	Terrazzo Finisher Helper	n/a	04,06
47-3019.00	Terrazzo Layer Helper	n/a	04,06
47-3019.00	Terrazzo Polisher Helper	n/a	04,06
47-3019.00	Terrazzo Worker Helper	n/a	04,06
47-3019.00	Tinner Helper	n/a	04,06
47-3019.00	Trench Digger	n/a	04,06
47-3019.00	Trench Digger Helper	n/a	04
47-3019.00	Tuck Pointer Helper	n/a	04,06
47-3019.00	Wall Taper Helper	n/a	04
47-3019.00	Window Glazier Helper	n/a	04
47-4011.00	Amusement Ride Inspector	n/a	03
47-4011.00	Architectural Examiner	n/a	04,06
47-4011.00	Architectural Inspector	n/a	04,06
47-4011.00	Boiler Inspector	n/a	04,06,08
47-4011.00	Bridge Inspector	n/a	04,06,08,10
47-4011.00	Building Code Administrator	n/a	02
47-4011.00	Building Code Inspector	n/a	04
47-4011.00	Building Equipment Inspector	n/a	08
47-4011.00	Building Inspector	n/a	02,04,08,10
47-4011.00	Building Official	n/a	02,10
47-4011.00	Code Enforcement Officer	n/a	02
47-4011.00	Code Inspector	n/a	02,08
47-4011.00	Combination Building Inspector	n/a	02
47-4011.00	Commercial Inspector	n/a	02,10
47-4011.00	Compliance Analyst	n/a	09
47-4011.00	Compliance Coordinator	n/a	09
47-4011.00	Compliance Manager	n/a	09
47-4011.00	Compliance Officer	n/a	04,06
47-4011.00	Construction Checker	n/a	04,06,08
47-4011.00	Construction Code Administrator	n/a	06
47-4011.00	Construction Inspector	n/a	02,04,10
47-4011.00	Dredging Inspector	n/a	04,06
47-4011.00	Electrical Inspector	n/a	02,04,06,08
47-4011.00	Elevator Inspector	n/a	02,04,08
47-4011.00	Engineering Inspector	n/a	02,04,06
47-4011.00	Gas Inspector	n/a	08
47-4011.00	Grade Checker	n/a	04,06
47-4011.00	Heating and Refrigeration Inspector	n/a	08
47-4011.00	Highway Inspector	n/a	04,06
47-4011.00	Home Services Inspector	n/a	10
47-4011.00	Housing Inspector	n/a	04,06
47-4011.00	Infrastructure Technician (Infrastructure Tech)	Infrastructure Tech	08
47-4011.00	Inspecting Engineer	n/a	04,06
47-4011.00	Inspector	n/a	02,04,08
47-4011.00	Line Inspector	n/a	08
47-4011.00	Locator Technician (Locator Tech)	Locator Tech	08
47-4011.00	Natural Gas Inspector	n/a	09
47-4011.00	Paving Inspector	n/a	04,06
47-4011.00	Permit Specialist	n/a	08
47-4011.00	Pipeline Construction Inspector	n/a	08
47-4011.00	Plan Checker	n/a	08
47-4011.00	Plan Examiner	n/a	02,04,06
47-4011.00	Plumbing Inspector	n/a	02,04,06,08
47-4011.00	Pressure Vessel Inspector	n/a	08
47-4011.00	Public Works Inspector	n/a	02,04
47-4011.00	Real Estate Inspector	n/a	09
47-4011.00	Residential Building Inspector	n/a	02,04
47-4011.00	Road Inspector	n/a	04,06
47-4011.00	Safety Inspector	n/a	04,08
47-4011.00	Sidewalk Inspector	n/a	04,06
47-4011.00	Site Damage Prevention Technician (Site Damage Prevention Tech)	Site Damage Prevention Tech	03
47-4011.00	Steel Field Technician (Steel Field Tech)	Steel Field Tech	08
47-4011.00	Street Inspector	n/a	04,06
47-4011.00	Street Openings Inspector	n/a	08
47-4011.00	Transportation Construction Inspector	n/a	10
47-4011.00	Utility Locator	n/a	03,08
47-4011.00	Weight Inspector	n/a	04,06
47-4011.01	Building Performance Consultant	n/a	02
47-4011.01	Building Science and Energy Specialist	n/a	02
47-4011.01	Building Scientist	n/a	02
47-4011.01	Commercial Energy Auditor	n/a	08
47-4011.01	Commercial Energy Rater	n/a	08
47-4011.01	Energy Advisor	n/a	02,10
47-4011.01	Energy Analyst	n/a	03,10
47-4011.01	Energy and Building Systems Specialist	n/a	02
47-4011.01	Energy Audit Advisor	n/a	08
47-4011.01	Energy Auditor	n/a	02,08,10
47-4011.01	Energy Conservation Representative	n/a	08
47-4011.01	Energy Conservation Technician	n/a	08
47-4011.01	Energy Consultant	n/a	02,10
47-4011.01	Energy Control Officer	n/a	08
47-4011.01	Energy Efficiency Analyst	n/a	10
47-4011.01	Energy Efficiency Consultant	n/a	10
47-4011.01	Energy Efficiency Engineer	n/a	10
47-4011.01	Energy Efficiency Program Manager	n/a	10
47-4011.01	Energy Efficiency Specialist	n/a	10
47-4011.01	Energy Project Consultant	n/a	10
47-4011.01	Energy Rater	n/a	02,08
47-4011.01	Energy Specialist	n/a	08
47-4011.01	Home Energy Auditor	n/a	08
47-4011.01	Home Energy Inspector	n/a	02,08
47-4011.01	Home Energy Rater	n/a	02,08
47-4011.01	Home Performance Consultant	n/a	02
47-4011.01	Renewable Energy Analyst	n/a	10
47-4011.01	Renewable Energy Consultant	n/a	10
47-4011.01	Residential Energy Auditor	n/a	02,08,10
47-4011.01	Residential Energy Consultant	n/a	10
47-4011.01	Solar Energy Consultant	n/a	10
47-4021.00	Accessibility and Private Residence Lift Technician (Accessibility and Private Residence Lift Tech)	Accessibility and Private Residence Lift Tech	03,08
47-4021.00	Accessibility Lift Technician (Accessibility Lift Tech)	Accessibility Lift Tech	03
47-4021.00	Building Serviceman	n/a	10
47-4021.00	Contract Serviceman	n/a	10
47-4021.00	Elevator Adjuster	n/a	02,04,06,08
47-4021.00	Elevator Builder	n/a	04,06
47-4021.00	Elevator Constructor	n/a	02,04,06,08
47-4021.00	Elevator Erector	n/a	02,04,06
47-4021.00	Elevator Examiner	n/a	08
47-4021.00	Elevator Installation Worker	n/a	04
47-4021.00	Elevator Installer	n/a	02,04
47-4021.00	Elevator Lift Technician (Elevator Lift Tech)	Elevator Lift Tech	10
47-4021.00	Elevator Mechanic	n/a	02,04,06,08
47-4021.00	Elevator Repair and Maintenance Technician (Elevator Repair and Maintenance Tech)	Elevator Repair and Maintenance Tech	02,04
47-4021.00	Elevator Repairer	n/a	04,06
47-4021.00	Elevator Service Mechanic	n/a	02
47-4021.00	Elevator Service Technician (Elevator Service Tech)	Elevator Service Tech	02,04
47-4021.00	Elevator Serviceman	n/a	02
47-4021.00	Elevator Technician (Elevator Tech)	Elevator Tech	02,09,10
47-4021.00	Elevator Troubleshooter	n/a	02
47-4021.00	Elevator Worker	n/a	10
47-4021.00	Escalator Installer	n/a	04,06
47-4021.00	Escalator Maintenance Technician	n/a	08
47-4021.00	Escalator Mechanic	n/a	04,06
47-4021.00	Escalator Service Mechanic	n/a	02,04
47-4021.00	Freight Elevator Erector	n/a	04,06
47-4021.00	Hydraulic Elevator Constructor	n/a	04,06
47-4021.00	Installer	n/a	02,04
47-4021.00	Platform Power Technician (Platform Power Tech)	Platform Power Tech	10
47-4021.00	Repair Maintenance Worker	n/a	04
47-4021.00	Transit Elevator Maintenance Technician	n/a	08
47-4031.00	Chain Link Fence Installer	n/a	04
47-4031.00	Fence Builder	n/a	02,04,06,10
47-4031.00	Fence Contractor	n/a	02
47-4031.00	Fence Erector	n/a	02,04,08,10
47-4031.00	Fence Installer	n/a	02,04,06,10
47-4031.00	Fence Laborer	n/a	02
47-4031.00	Fence Mechanic	n/a	02
47-4031.00	Fence Repairman	n/a	10
47-4031.00	Fence Technician (Fence Tech)	Fence Tech	02
47-4031.00	Gate Technician (Gate Tech)	Gate Tech	02
47-4031.00	Wire Fence Builder	n/a	04,06
47-4031.00	Wire Fence Erector	n/a	04,06
47-4031.00	Wood Fence Erector	n/a	02
47-4031.00	Wood Fence Installer	n/a	04,06
47-4041.00	Abatement Worker	n/a	02,04
47-4041.00	Asbestos Abatement Worker	n/a	02,04,06
47-4041.00	Asbestos Coverer	n/a	04,06
47-4041.00	Asbestos Handler	n/a	08
47-4041.00	Asbestos Hazard Abatement Worker	n/a	02
47-4041.00	Asbestos Remover	n/a	02,04,06
47-4041.00	Asbestos Technician	n/a	10
47-4041.00	Asbestos Worker	n/a	02,04,06
47-4041.00	Decontamination and Decommissioning Operator (D and D Operator)	D and D Operator	02
47-4041.00	Decontamination Worker	n/a	04
47-4041.00	Disaster Restoration Technician	n/a	10
47-4041.00	Hazard Waste Handler	n/a	04,06
47-4041.00	Hazardous Material Specialist	n/a	04,06
47-4041.00	Hazardous Materials Driver (Hazmat Driver)	Hazmat Driver	10
47-4041.00	Hazardous Materials Handler	n/a	08
47-4041.00	Hazardous Materials Specialist	n/a	10
47-4041.00	Hazardous Materials Tanker Driver (Hazmat Tanker Driver)	Hazmat Tanker Driver	10
47-4041.00	Hazardous Waste Disposer	n/a	10
47-4041.00	Hazardous Waste Remover	n/a	04,06
47-4041.00	Hazardous Waste Specialist	n/a	10
47-4041.00	Hazmat Technician (Hazardous Materials Technician)	Hazmat Technician	02,04,10
47-4041.00	Irradiated Fuel Handler	n/a	04
47-4041.00	Junk Removal Specialist	n/a	10
47-4041.00	Lead Abatement Worker	n/a	04
47-4041.00	Material Handling Technician	n/a	10
47-4041.00	Materials Specialist	n/a	10
47-4041.00	Mitigation Tech (Mitigation Technician)	Mitigation Tech	10
47-4041.00	Radiological Control and Safety Technician	n/a	02,04
47-4041.00	Regional OTR Hazmat Truck Driver (Regional Over The Road Hazardous Material Truck Driver)	Regional OTR Hazmat Truck Driver	10
47-4041.00	Removal Tech (Removal Technician)	Removal Tech	10
47-4041.00	Waste Disposal Attendant	n/a	08
47-4041.00	Waste Handling Technician	n/a	02
47-4041.00	Water Restoration Tech (Water Restoration Technician)	Water Restoration Tech	10
47-4051.00	Asphalt Raker	n/a	10
47-4051.00	Caltrans Equipment Operator	n/a	02
47-4051.00	Certified Flagger	n/a	10
47-4051.00	Construction Flagger	n/a	10
47-4051.00	Equipment Operator (EO)	EO	02
47-4051.00	Flagger	n/a	10
47-4051.00	Highway Maintainer	n/a	02,04
47-4051.00	Highway Maintenance Crew Worker	n/a	02,04
47-4051.00	Highway Maintenance Technician	n/a	02
47-4051.00	Highway Maintenance Worker	n/a	02
47-4051.00	Highway Worker	n/a	02,04,06
47-4051.00	Hot Oiler	n/a	04,06
47-4051.00	Lane Marker Installer	n/a	04,06
47-4051.00	Maintenance Technician	n/a	02
47-4051.00	Maintenance Worker	n/a	02
47-4051.00	Material Handler	n/a	02
47-4051.00	Materials Handling Equipment Operator	n/a	02
47-4051.00	Oil Spreader Operator	n/a	04,06
47-4051.00	Quick Technician	n/a	10
